target_id	length	eff_length	est_counts	tpm
ENST00000271532	3459	3287.24	0	0
ENST00000295756	1919	1747.24	0	0
ENST00000426646	1596	1424.24	0	0
ENST00000295760	4127	3955.24	4867.05	53.129
ENST00000295761	537	365.245	1.22909	0.145291
ENST00000404922	4318	4146.24	0	0
ENST00000421373	427	255.245	0	0
ENST00000465610	584	412.245	28.7203	3.00797
ENST00000492059	4193	4021.24	0	0
ENST00000295759	2745	2573.24	0	0
ENST00000392089	2574	2402.24	221.259	3.97671
ENST00000409640	2042	1870.24	90.1808	2.08188
ENST00000424620	517	345.245	0	0
ENST00000428427	888	716.245	0	0
ENST00000432839	609	437.245	0	0
ENST00000440853	556	384.245	0	0
ENST00000295770	4248	4076.24	2785	29.4988
ENST00000295767	1603	1431.24	0	0
ENST00000396914	1405	1233.24	0	0
ENST00000478945	1383	1211.24	0	0
ENST00000339876	10333	10161.2	10395.7	44.1719
ENST00000360049	10120	9948.24	17.8147	0.0773165
ENST00000367173	4957	4785.24	117.824	1.06309
ENST00000401399	10205	10033.2	5119.27	22.0296
ENST00000403080	2462	2290.24	1635.68	30.8359
ENST00000404076	5728	5556.24	0	0
ENST00000404907	5447	5275.24	0	0
ENST00000413225	709	537.245	0	0
ENST00000425360	2728	2556.24	0	0
ENST00000430393	5330	5158.24	0	0
ENST00000447819	2857	2685.24	0	0
ENST00000505079	573	401.245	0	0
ENST00000513543	3974	3802.24	0	0
ENST00000539706	10135	9963.24	2.69441	0.0116762
ENST00000358292	2778	2606.24	0	0
ENST00000368176	2596	2424.24	499	8.88716
ENST00000491942	1554	1382.24	0	0
ENST00000357799	4214	4042.24	0	0
ENST00000409203	1041	869.245	0	0
ENST00000418045	640	468.245	0	0
ENST00000295777	1907	1735.24	0.000229716	5.7157e-06
ENST00000446050	1890	1718.24	91.7014	2.30425
ENST00000466865	595	423.245	0	0
ENST00000472747	842	670.245	1227.56	79.0767
ENST00000472941	582	410.245	83.738	8.8129
ENST00000313350	1597	1425.24	0	0
ENST00000333778	1989	1817.24	0	0
ENST00000359576	7141	6969.24	0	0
ENST00000399362	7282	7110.24	0	0
ENST00000461133	4814	4642.24	6.61829	0.0615541
ENST00000468888	6978	6806.24	5704.53	36.1869
ENST00000475576	536	364.245	45.6756	5.41415
ENST00000480013	5972	5800.24	73.1671	0.544639
ENST00000480385	614	442.245	0	0
ENST00000485378	874	702.245	0	0
ENST00000487200	1940	1768.24	84.4186	2.06127
ENST00000487553	825	653.245	0	0
ENST00000496954	685	513.245	119.593	10.0605
ENST00000393868	1475	1303.24	0	0
ENST00000367157	3405	3233.24	0	0
ENST00000368147	7999	7827.24	0	0
ENST00000467387	465	293.245	0	0
ENST00000614909	7998	7826.24	0	0
ENST00000295797	4950	4778.24	0	0
ENST00000368141	1752	1580.24	2212	60.4366
ENST00000438394	582	410.245	0	0
ENST00000368135	1662	1490.24	0	0
ENST00000368138	1723	1551.24	0	0
ENST00000368140	2083	1911.24	0	0
ENST00000392252	1597	1425.24	0	0
ENST00000392254	1624	1452.24	0	0
ENST00000458222	771	599.245	0	0
ENST00000295809	2867	2695.24	33.0705	0.529763
ENST00000340979	2732	2560.24	0	0
ENST00000359709	2609	2437.24	0	0
ENST00000368131	2734	2562.24	0.00145763	2.45622e-05
ENST00000368132	2704	2532.24	7314.93	124.722
ENST00000426592	761	589.245	0	0
ENST00000447473	951	779.245	0	0
ENST00000448393	2245	2073.24	0	0
ENST00000474473	1095	923.245	0	0
ENST00000566111	856	684.245	0	0
ENST00000567661	546	374.245	0	0
ENST00000368129	594	422.245	412.312	42.1601
ENST00000368130	1529	1357.24	0	0
ENST00000612470	1481	1309.24	92.6877	3.05661
ENST00000295824	2823	2651.24	0	0
ENST00000344838	2389	2217.24	0	0
ENST00000440022	782	610.245	0	0
ENST00000295822	5593	5421.24	0	0
ENST00000474096	570	398.245	0	0
ENST00000474417	457	285.245	0	0
ENST00000487522	565	393.245	0	0
ENST00000314251	3210	3038.24	0	0
ENST00000461867	425	253.245	0	0
ENST00000295830	2190	2018.24	0	0
ENST00000463836	506	334.245	0	0
ENST00000466674	545	373.245	0	0
ENST00000295834	555	383.245	0	0
ENST00000393750	1839	1667.24	0	0
ENST00000295839	1449	1277.24	0	0
ENST00000464260	2735	2563.24	0	0
ENST00000497343	1589	1417.24	0	0
ENST00000498165	10934	10762.2	0	0
ENST00000358299	3457	3285.24	0	0
ENST00000392237	5173	5001.24	0	0
ENST00000411681	556	384.245	535.034	60.1191
ENST00000412210	595	423.245	0	0
ENST00000416760	562	390.245	0	0
ENST00000418208	602	430.245	0	0
ENST00000419460	566	394.245	0	0
ENST00000420558	572	400.245	0	0
ENST00000421334	799	627.245	0	0
ENST00000425178	879	707.245	7.00242	0.427482
ENST00000432273	689	517.245	47.4438	3.96025
ENST00000435143	515	343.245	172.219	21.6629
ENST00000441547	526	354.245	0	0
ENST00000450143	576	404.245	0.433865	0.0463393
ENST00000454326	714	542.245	0	0
ENST00000457524	559	387.245	508.867	56.7359
ENST00000617388	8151	7979.24	0	0
ENST00000295854	525	353.245	0	0
ENST00000302823	1977	1805.24	99	2.36776
ENST00000427473	969	797.245	0	0
ENST00000472206	277	105.245	0	0
ENST00000316386	2645	2473.24	0	0
ENST00000435193	2528	2356.24	0	0
ENST00000477973	7512	7340.24	0	0
ENST00000356692	4984	4812.24	0	0
ENST00000460360	572	400.245	0	0
ENST00000476505	323	151.245	0	0
ENST00000488810	877	705.245	0	0
ENST00000495566	559	387.245	0	0
ENST00000295863	1692	1520.24	0	0
ENST00000308611	2299	2127.24	0	0
ENST00000440122	847	675.245	0	0
ENST00000471858	3679	3507.24	0	0
ENST00000490004	778	606.245	0	0
ENST00000383677	1787	1615.24	0	0
ENST00000383678	1360	1188.24	0	0
ENST00000467752	686	514.245	0	0
ENST00000473129	1518	1346.24	0	0
ENST00000618381	964	792.245	0	0
ENST00000619116	1378	1206.24	0	0
ENST00000314400	4992	4820.24	491.202	4.39977
ENST00000383675	4672	4500.24	1357.8	13.0268
ENST00000472166	459	287.245	0	0
ENST00000295872	5417	5245.24	41.9551	0.345349
ENST00000467618	622	450.245	273.045	26.1833
ENST00000480527	590	418.245	0	0
ENST00000495812	568	396.245	0	0
ENST00000496859	556	384.245	0	0
ENST00000295878	3976	3804.24	0	0
ENST00000483766	591	419.245	0	0
ENST00000491000	1957	1785.24	0	0
ENST00000283269	4591	4419.24	0	0
ENST00000357948	5190	5018.24	0	0
ENST00000383710	5471	5299.24	0	0
ENST00000466621	570	398.245	10.344	1.12144
ENST00000468271	719	547.245	0	0
ENST00000473635	2095	1923.24	17.656	0.396367
ENST00000490353	2669	2497.24	49	0.847177
ENST00000491424	933	761.245	0	0
ENST00000542833	637	465.245	0	0
ENST00000612439	5455	5283.24	0	0
ENST00000613879	1804	1632.24	0	0
ENST00000295886	2628	2456.24	0	0
ENST00000515820	2194	2022.24	0	0
ENST00000295887	4461	4289.24	0	0
ENST00000295888	14247	14075.2	0	0
ENST00000502713	425	253.245	0	0
ENST00000509172	453	281.245	0	0
ENST00000514071	240	69.3925	0	0
ENST00000514711	1918	1746.24	0	0
ENST00000295890	6846	6674.24	0	0
ENST00000507544	1086	914.245	0	0
ENST00000316707	7546	7374.24	0	0
ENST00000411767	8119	7947.24	0	0
ENST00000427191	8487	8315.24	0	0
ENST00000436978	8573	8401.24	0	0
ENST00000502971	1708	1536.24	0	0
ENST00000507902	516	344.245	0	0
ENST00000511467	8076	7904.24	0	0
ENST00000295894	2607	2435.24	170.894	3.02987
ENST00000450542	1004	832.245	13.9498	0.723694
ENST00000460711	2383	2211.24	4.92187e-07	9.6102e-09
ENST00000465156	829	657.245	60.6045	3.98123
ENST00000472899	527	355.245	25.6093	3.1125
ENST00000478300	2709	2537.24	0	0
ENST00000479198	2436	2264.24	264.942	5.05204
ENST00000295897	2263	2091.24	841.811	17.38
ENST00000401494	1659	1487.24	0	0
ENST00000415165	1483	1311.24	0	0
ENST00000441319	591	419.245	6808.88	701.209
ENST00000503124	1741	1569.24	0	0
ENST00000509063	1911	1739.24	607.015	15.0688
ENST00000511370	1519	1347.24	111.827	3.58375
ENST00000621085	1418	1246.24	0	0
ENST00000621628	1606	1434.24	15.4674	0.465621
ENST00000295896	1292	1120.24	0	0
ENST00000616659	876	704.245	0	0
ENST00000295898	881	709.245	0	0
ENST00000473559	2306	2134.24	5940.84	120.183
ENST00000504008	448	276.245	0	0
ENST00000506308	766	594.245	0	0
ENST00000295899	990	818.245	0	0
ENST00000464327	459	287.245	0	0
ENST00000469584	836	664.245	0	0
ENST00000295900	7224	7052.24	0	0
ENST00000474513	728	556.245	0	0
ENST00000484332	2741	2569.24	4.62131	0.0776602
ENST00000487717	3683	3511.24	93.1859	1.14585
ENST00000522345	346	174.245	402.775	99.8028
ENST00000538065	6842	6670.24	8.41733	0.0544844
ENST00000295901	1430	1258.24	0	0
ENST00000394431	1349	1177.24	0	0
ENST00000478185	469	297.245	0	0
ENST00000480205	657	485.245	0	0
ENST00000482510	1176	1004.24	0	0
ENST00000492933	1495	1323.24	0	0
ENST00000497323	717	545.245	0	0
ENST00000295902	8305	8133.24	1.89587	0.0100643
ENST00000498162	573	401.245	0	0
ENST00000564377	4242	4070.24	1560.1	16.549
ENST00000569824	524	352.245	0	0
ENST00000295903	7060	6888.24	1641.55	10.2893
ENST00000459780	2871	2699.24	0	0
ENST00000481060	3168	2996.24	5936.45	85.5439
ENST00000498707	7624	7452.24	0	0
ENST00000295908	1940	1768.24	0	0
ENST00000505022	566	394.245	0	0
ENST00000508256	923	751.245	59.5654	3.42336
ENST00000509340	563	391.245	0	0
ENST00000510548	572	400.245	826.606	89.1686
ENST00000514204	2962	2790.24	0	0
ENST00000608933	6484	6312.24	31.8323	0.217732
ENST00000295910	2052	1880.24	0	0
ENST00000474463	526	354.245	0	0
ENST00000491361	1755	1583.24	342.457	9.33894
ENST00000498386	479	307.245	35.5427	4.99465
ENST00000295911	1444	1272.24	0	0
ENST00000327047	2359	2187.24	0	0
ENST00000328863	738	566.245	0	0
ENST00000468836	722	550.245	0	0
ENST00000485607	704	532.245	0	0
ENST00000295920	2024	1852.24	0	0
ENST00000496455	8751	8579.24	0	0
ENST00000295924	4109	3937.24	4792.99	52.5598
ENST00000461166	4181	4009.24	0	0
ENST00000473702	1770	1598.24	0	0
ENST00000481853	2035	1863.24	0	0
ENST00000486483	2150	1978.24	0	0
ENST00000495891	2700	2528.24	5.13518e-08	8.76951e-10
ENST00000542783	3681	3509.24	0.00638914	7.86082e-05
ENST00000295925	549	377.245	0	0
ENST00000295926	2388	2216.24	2863	55.7754
ENST00000461804	1998	1826.24	0	0
ENST00000295927	1940	1768.24	0	0
ENST00000295934	981	809.245	0	0
ENST00000473921	757	585.245	0	0
ENST00000495160	657	485.245	0	0
ENST00000416516	5344	5172.24	0	0
ENST00000295951	5433	5261.24	0	0
ENST00000295952	4420	4248.24	0	0
ENST00000383718	6749	6577.24	9239.11	60.6492
ENST00000416658	1570	1398.24	516.778	15.9573
ENST00000417128	3066	2894.24	9.51606	0.141958
ENST00000428312	4132	3960.24	9184.59	100.133
ENST00000438794	2274	2102.24	0	0
ENST00000449503	4027	3855.24	0	0
ENST00000460223	855	683.245	0	0
ENST00000461354	565	393.245	0	0
ENST00000465203	511	339.245	0	0
ENST00000466255	587	415.245	0	0
ENST00000494088	1305	1133.24	0	0
ENST00000495364	1383	1211.24	0	0
ENST00000295955	750	578.245	0.771638	0.0576157
ENST00000449470	1127	955.245	223.43	10.0987
ENST00000503040	571	399.245	32.5434	3.51935
ENST00000504470	689	517.245	534.255	44.5956
ENST00000506581	371	199.245	0	0
ENST00000508595	667	495.245	0	0
ENST00000295958	6483	6311.24	91.0539	0.622906
ENST00000505729	612	440.245	2.3189	0.227419
ENST00000511809	830	658.245	2748.63	180.288
ENST00000295959	3121	2949.24	0	0
ENST00000445193	7985	7813.24	0	0
ENST00000466547	805	633.245	0	0
ENST00000295962	2393	2221.24	0	0
ENST00000463756	921	749.245	0	0
ENST00000478253	2482	2310.24	0	0
ENST00000485900	768	596.245	0	0
ENST00000613521	1367	1195.24	0	0
ENST00000394549	1294	1122.24	0	0
ENST00000460422	786	614.245	0	0
ENST00000461914	635	463.245	0	0
ENST00000477209	502	330.245	0	0
ENST00000483681	2099	1927.24	0	0
ENST00000486455	1321	1149.24	0	0
ENST00000295966	2650	2478.24	0	0
ENST00000471288	917	745.245	0.0314256	0.00182064
ENST00000472469	4108	3936.24	4195.43	46.0186
ENST00000482387	2617	2445.24	0	0
ENST00000486145	461	289.245	0	0
ENST00000491845	832	660.245	837.54	54.7696
ENST00000619205	2756	2584.24	0	0
ENST00000295971	4056	3884.24	0	0
ENST00000381793	4816	4644.24	0	0
ENST00000381795	4473	4301.24	289.624	2.90723
ENST00000505220	741	569.245	0	0
ENST00000505414	856	684.245	0	0
ENST00000507180	582	410.245	50.8833	5.35515
ENST00000511598	836	664.245	225.493	14.657
ENST00000511902	657	485.245	0	0
ENST00000513473	882	710.245	0	0
ENST00000514014	2419	2247.24	0	0
ENST00000514782	797	625.245	0	0
ENST00000515053	1100	928.245	0	0
ENST00000295974	8972	8800.24	0	0
ENST00000502841	1681	1509.24	0	0
ENST00000503264	493	321.245	0	0
ENST00000503503	544	372.245	0	0
ENST00000504305	1274	1102.24	0	0
ENST00000506352	3316	3144.24	0	0
ENST00000508593	3592	3420.24	0	0
ENST00000508676	604	432.245	0	0
ENST00000508707	639	467.245	0	0
ENST00000509446	907	735.245	0	0
ENST00000510670	591	419.245	0	0
ENST00000512510	539	367.245	27.5827	3.2428
ENST00000513140	4166	3994.24	0	0
ENST00000513493	426	254.245	84.4173	14.3357
ENST00000513516	537	365.245	0	0
ENST00000513611	2964	2792.24	0	0
ENST00000514920	550	378.245	0	0
ENST00000543538	6992	6820.24	0	0
ENST00000383814	2704	2532.24	0	0
ENST00000421412	2158	1986.24	0	0
ENST00000454190	2757	2585.24	1709	28.5417
ENST00000454992	571	399.245	0	0
ENST00000295981	2621	2449.24	0	0
ENST00000383812	2384	2212.24	0	0
ENST00000403601	2388	2216.24	0	0
ENST00000413608	2147	1975.24	13	0.284159
ENST00000416074	2342	2170.24	0	0
ENST00000436503	1445	1273.24	0	0
ENST00000438091	1208	1036.24	0	0
ENST00000455057	2244	2072.24	0	0
ENST00000326434	1994	1822.24	5703.48	135.136
ENST00000383811	2696	2524.24	13.5631	0.231988
ENST00000397170	1728	1556.24	1565.5	43.4326
ENST00000435417	966	794.245	0	0
ENST00000452070	1778	1606.24	179.455	4.82374
ENST00000411976	1475	1303.24	0	0
ENST00000412055	3761	3589.24	0	0
ENST00000450660	1055	883.245	2380	116.342
ENST00000453223	382	210.245	0	0
ENST00000524279	1014	842.245	0	0
ENST00000295992	2021	1849.24	16.4113	0.383168
ENST00000485766	1088	916.245	666.589	31.4113
ENST00000465175	571	399.245	0	0
ENST00000467348	1267	1095.24	0	0
ENST00000473835	7276	7104.24	770.122	4.68038
ENST00000493598	3491	3319.24	0	0
ENST00000493782	588	416.245	18.8778	1.95813
ENST00000600150	725	553.245	0	0
ENST00000296003	2494	2322.24	0	0
ENST00000351233	2105	1933.24	0	0
ENST00000353332	2368	2196.24	0	0
ENST00000420925	1427	1255.24	0	0
ENST00000431250	553	381.245	0	0
ENST00000617504	2523	2351.24	0	0
ENST00000296015	2881	2709.24	0	0
ENST00000382584	2274	2102.24	602.926	12.3828
ENST00000412756	4568	4396.24	19.3996	0.190524
ENST00000491380	601	429.245	281.048	28.2693
ENST00000492617	741	569.245	3684.63	279.469
ENST00000495660	706	534.245	0	0
ENST00000296026	1075	903.245	0	0
ENST00000296027	2538	2366.24	0	0
ENST00000296028	715	543.245	0	0
ENST00000296029	604	432.245	0	0
ENST00000325278	2300	2128.24	2.79001	0.0566009
ENST00000359107	954	782.245	910.21	50.2387
ENST00000395759	2354	2182.24	0	0
ENST00000433372	1407	1235.24	0	0
ENST00000395761	1097	925.245	0	0
ENST00000324439	4686	4514.24	0	0
ENST00000380840	1735	1563.24	0	0
ENST00000507014	650	478.245	7.7779	0.702184
ENST00000512706	1011	839.245	30.2221	1.5548
ENST00000513257	759	587.245	0	0
ENST00000336685	1272	1100.24	0	0
ENST00000489015	759	587.245	2650.79	194.893
ENST00000497985	1441	1269.24	0	0
ENST00000610787	1001	829.245	24.8251	1.29255
ENST00000613069	1208	1036.24	0	0
ENST00000388914	3663	3491.24	0	0
ENST00000434846	1728	1556.24	538	14.926
ENST00000296046	1795	1623.24	0	0
ENST00000296048	1890	1718.24	0	0
ENST00000345003	2052	1880.24	0	0
ENST00000461191	866	694.245	0	0
ENST00000473005	713	541.245	0	0
ENST00000483267	801	629.245	0	0
ENST00000484197	1563	1391.24	0	0
ENST00000492285	657	485.245	0	0
ENST00000627418	1831	1659.24	0	0
ENST00000296051	4665	4493.24	0	0
ENST00000460120	2745	2573.24	0	0
ENST00000296059	3852	3680.24	0	0
ENST00000470080	907	735.245	0	0
ENST00000474754	662	490.245	0	0
ENST00000260810	5378	5206.24	277.211	2.29892
ENST00000508524	618	446.245	4919.79	476.006
ENST00000460933	2667	2495.24	0	0
ENST00000620660	2942	2770.24	0	0
ENST00000623711	2934	2762.24	0	0
ENST00000296088	5183	5011.24	325	2.80012
ENST00000429705	5128	4956.24	0	0
ENST00000437827	1995	1823.24	0	0
ENST00000454177	2961	2789.24	0	0
ENST00000296096	4882	4710.24	0	0
ENST00000296097	2008	1836.24	0	0
ENST00000402462	1904	1732.24	0	0
ENST00000404433	1647	1475.24	274	8.0191
ENST00000406962	1562	1390.24	0	0
ENST00000420191	593	421.245	0	0
ENST00000296099	795	623.245	0	0
ENST00000323703	2139	1967.24	0	0
ENST00000407879	2077	1905.24	0	0
ENST00000436006	510	338.245	0	0
ENST00000326019	2959	2787.24	152.229	2.35809
ENST00000613058	2966	2794.24	5.69461	0.0879911
ENST00000613517	819	647.245	671.791	44.8131
ENST00000618046	2544	2372.24	0	0
ENST00000327757	5107	4935.24	113.263	0.990876
ENST00000404858	4431	4259.24	7507.4	76.102
ENST00000416713	716	544.245	970.715	77.0081
ENST00000422425	5115	4943.24	0	0
ENST00000436544	3543	3371.24	1676	21.4646
ENST00000436775	690	518.245	1499.62	124.935
ENST00000334056	1801	1629.24	7.21055	0.191083
ENST00000379579	1759	1587.24	3442.79	93.6496
ENST00000439646	755	583.245	0	0
ENST00000449210	758	586.245	0	0
ENST00000296121	5122	4950.24	0	0
ENST00000326047	4842	4670.24	7.99473	0.07391
ENST00000425755	3460	3288.24	3837.01	50.3811
ENST00000481166	2240	2068.24	0	0
ENST00000296125	3388	3216.24	0	0
ENST00000296126	787	615.245	3102	217.687
ENST00000407426	3533	3361.24	10.9982	0.141273
ENST00000434238	386	214.245	0	0
ENST00000440983	541	369.245	0	0
ENST00000296127	3101	2929.24	559.55	8.2475
ENST00000339420	3226	3054.24	0	0
ENST00000342790	1336	1164.24	0	0
ENST00000424952	2687	2515.24	2422.45	41.5828
ENST00000433512	472	300.245	0	0
ENST00000443879	407	235.245	0	0
ENST00000455235	537	365.245	0	0
ENST00000296129	6006	5834.24	0	0
ENST00000425231	1416	1244.24	0	0
ENST00000296130	936	764.245	0	0
ENST00000428034	752	580.245	0	0
ENST00000353278	5247	5075.24	28.0853	0.238925
ENST00000358525	5423	5251.24	0	0
ENST00000413781	910	738.245	8.91472	0.52137
ENST00000456124	2662	2490.24	0	0
ENST00000296135	4073	3901.24	499.274	5.52555
ENST00000440576	718	546.245	0	0
ENST00000445698	444	272.245	0	0
ENST00000536047	4342	4170.24	0	0
ENST00000539217	4113	3941.24	264.726	2.90002
ENST00000296137	8504	8332.24	0	0
ENST00000433878	4317	4145.24	0	0
ENST00000438446	1072	900.245	0	0
ENST00000535325	8578	8406.24	0	0
ENST00000296140	2731	2559.24	0	0
ENST00000296142	1321	1149.24	0	0
ENST00000296144	1963	1791.24	0	0
ENST00000395905	5100	4928.24	0	0
ENST00000296149	1401	1229.24	0	0
ENST00000412761	705	533.245	0	0
ENST00000414236	557	385.245	0	0
ENST00000425291	594	422.245	0	0
ENST00000439305	880	708.245	0	0
ENST00000444760	1008	836.245	87	4.49185
ENST00000446787	894	722.245	0	0
ENST00000449409	579	407.245	0	0
ENST00000338040	5929	5757.24	0	0
ENST00000296161	5868	5696.24	0	0
ENST00000383661	687	515.245	0	0
ENST00000360647	9651	9479.24	93.3921	0.425379
ENST00000465763	566	394.245	0	0
ENST00000468369	1025	853.245	1705.45	86.2985
ENST00000471196	566	394.245	7.55358	0.82723
ENST00000484491	2952	2780.24	936.697	14.5464
ENST00000485866	2960	2788.24	13564.7	210.048
ENST00000492394	2949	2777.24	0	0
ENST00000495019	763	591.245	0	0
ENST00000544464	2375	2203.24	11.7827	0.230899
ENST00000296202	1569	1397.24	0	0
ENST00000339837	1863	1691.24	0	0
ENST00000406164	1223	1051.24	0	0
ENST00000413939	1711	1539.24	0	0
ENST00000509291	763	591.245	0	0
ENST00000511444	873	701.245	0	0
ENST00000512391	794	622.245	0	0
ENST00000514703	584	412.245	0	0
ENST00000417239	684	512.245	0	0
ENST00000423898	897	725.245	0	0
ENST00000446026	2817	2645.24	0	0
ENST00000456842	918	746.245	0	0
ENST00000521580	3454	3282.24	0	0
ENST00000317538	2702	2530.24	0	0
ENST00000357182	4330	4158.24	0	0
ENST00000373333	1473	1301.24	0	0
ENST00000415531	807	635.245	163	11.0786
ENST00000296210	1725	1553.24	0	0
ENST00000355552	1933	1761.24	181.601	4.45181
ENST00000450633	1865	1693.24	71.0026	1.81048
ENST00000462228	713	541.245	33	2.63245
ENST00000469111	1007	835.245	0	0
ENST00000489960	1903	1731.24	1389.09	34.6427
ENST00000490290	841	669.245	171.303	11.0515
ENST00000490643	767	595.245	0	0
ENST00000305135	6506	6334.24	0	0
ENST00000432781	1024	852.245	425	21.531
ENST00000373091	9101	8929.24	140.289	0.678339
ENST00000373093	2955	2783.24	4353.71	67.5379
ENST00000373087	2684	2512.24	0	0
ENST00000471012	395	223.245	0	0
ENST00000296214	1525	1353.24	0	0
ENST00000373073	603	431.245	0	0
ENST00000373074	2005	1833.24	0	0
ENST00000373075	2147	1975.24	0	0
ENST00000448519	666	494.245	0	0
ENST00000296215	4563	4391.24	0	0
ENST00000296218	2649	2477.24	0	0
ENST00000412877	836	664.245	0	0
ENST00000429568	878	706.245	0	0
ENST00000430783	1159	987.245	0	0
ENST00000438240	994	822.245	0	0
ENST00000443489	807	635.245	111	7.54434
ENST00000452961	791	619.245	0	0
ENST00000455712	823	651.245	0	0
ENST00000456318	1802	1630.24	0	0
ENST00000296233	2574	2402.24	904	16.2476
ENST00000352312	2086	1914.24	0	0
ENST00000505024	1994	1822.24	0	0
ENST00000510833	481	309.245	0	0
ENST00000296238	1362	1190.24	0	0
ENST00000296252	4026	3854.24	5.0228	0.0562659
ENST00000424591	2065	1893.24	0	0
ENST00000435679	521	349.245	0	0
ENST00000452897	256	84.4783	0	0
ENST00000296254	1060	888.245	0	0
ENST00000421852	2827	2655.24	0	0
ENST00000296255	2314	2142.24	0	0
ENST00000497289	2137	1965.24	0	0
ENST00000296257	5717	5545.24	0	0
ENST00000430355	878	706.245	25	1.52835
ENST00000444509	610	438.245	0	0
ENST00000372852	3661	3489.24	0	0
ENST00000296266	4151	3979.24	0	0
ENST00000347300	3841	3669.24	0	0
ENST00000348417	3877	3705.24	0	0
ENST00000349441	3569	3397.24	1.31712	0.0167394
ENST00000431818	4414	4242.24	0	0
ENST00000440957	4007	3835.24	0	0
ENST00000504021	3541	3369.24	0	0
ENST00000507221	590	418.245	1806.56	186.492
ENST00000507564	3824	3652.24	0	0
ENST00000508826	329	157.245	0	0
ENST00000509522	1141	969.245	16.1263	0.718356
ENST00000511498	584	412.245	0	0
ENST00000512157	734	562.245	0	0
ENST00000514275	296	124.245	0	0
ENST00000515783	962	790.245	0	0
ENST00000296271	2592	2420.24	0	0
ENST00000296273	1384	1212.24	0	0
ENST00000392481	1448	1276.24	0	0
ENST00000411792	560	388.245	0	0
ENST00000417876	479	307.245	0	0
ENST00000418288	701	529.245	170.008	13.8692
ENST00000427785	485	313.245	1634.28	225.26
ENST00000433496	1111	939.245	0	0
ENST00000447345	785	613.245	0	0
ENST00000448497	453	281.245	1.70726	0.262093
ENST00000296277	756	584.245	0	0
ENST00000433055	749	577.245	0	0
ENST00000455270	653	481.245	74	6.63904
ENST00000296288	3434	3262.24	0	0
ENST00000460680	3937	3765.24	0	0
ENST00000469613	1654	1482.24	0	0
ENST00000470173	578	406.245	0	0
ENST00000478368	1234	1062.24	0	0
ENST00000615113	489	317.245	0	0
ENST00000296289	1931	1759.24	48.1517	1.18175
ENST00000423516	2075	1903.24	0	0
ENST00000423525	2831	2659.24	0	0
ENST00000462138	3010	2838.24	228.848	3.48126
ENST00000330452	2680	2508.24	6497.04	111.837
ENST00000394729	2810	2638.24	17.6471	0.288801
ENST00000464818	777	605.245	0	0
ENST00000478843	589	417.245	16.3171	1.68846
ENST00000487897	562	390.245	0	0
ENST00000296292	5108	4936.24	0	0
ENST00000394738	1800	1628.24	134.872	3.57635
ENST00000467048	886	714.245	557.128	33.6781
ENST00000394752	4548	4376.24	7.10611	0.0701083
ENST00000482396	850	678.245	268.78	17.11
ENST00000483069	617	445.245	8913.57	864.355
ENST00000497586	699	527.245	15.5503	1.2734
ENST00000394799	2041	1869.24	276	6.37503
ENST00000418458	2040	1868.24	0	0
ENST00000474423	567	395.245	0	0
ENST00000479230	547	375.245	0	0
ENST00000296302	5145	4973.24	0	0
ENST00000337303	4825	4653.24	0	0
ENST00000356770	7523	7351.24	0	0
ENST00000394830	5071	4899.24	0	0
ENST00000409057	4980	4808.24	0	0
ENST00000409114	5015	4843.24	0	0
ENST00000409767	4849	4677.24	0	0
ENST00000410007	4905	4733.24	0	0
ENST00000420148	783	611.245	0	0
ENST00000423351	4385	4213.24	0	0
ENST00000424867	457	285.245	0	0
ENST00000431678	809	637.245	0	0
ENST00000439181	547	375.245	74.3727	8.55733
ENST00000446103	3256	3084.24	0	0
ENST00000449505	517	345.245	0.000780443	9.76008e-05
ENST00000450271	517	345.245	1.00469	0.125645
ENST00000458294	476	304.245	100.622	14.2794
ENST00000389851	4560	4388.24	0	0
ENST00000507531	2597	2425.24	0	0
ENST00000511216	2927	2755.24	0	0
ENST00000511563	1494	1322.24	0	0
ENST00000512728	1668	1496.24	0	0
ENST00000355628	5239	5067.24	104.276	0.888487
ENST00000431842	7119	6947.24	0	0
ENST00000493960	5600	5428.24	0	0
ENST00000614531	3441	3269.24	81.7241	1.0793
ENST00000296315	3602	3430.24	0	0
ENST00000338458	3639	3467.24	0	0
ENST00000413728	3992	3820.24	0	0
ENST00000468466	514	342.245	0	0
ENST00000468727	667	495.245	0	0
ENST00000473779	669	497.245	0	0
ENST00000495373	2024	1852.24	0	0
ENST00000496106	1994	1822.24	0	0
ENST00000497267	2197	2025.24	0	0
ENST00000318386	1635	1463.24	0	0
ENST00000429429	1623	1451.24	0	0
ENST00000480936	558	386.245	36	4.0242
ENST00000483348	1030	858.245	0	0
ENST00000488267	987	815.245	39	2.06546
ENST00000489418	1977	1805.24	0	0
ENST00000500728	7819	7647.24	0	0
ENST00000296326	1306	1134.24	0	0
ENST00000296327	1463	1291.24	0	0
ENST00000415111	742	570.245	198	14.9914
ENST00000416660	572	400.245	37	3.99131
ENST00000428985	636	464.245	0	0
ENST00000296328	10568	10396.2	0	0
ENST00000381887	375	203.245	50	10.6216
ENST00000413584	374	202.245	0	0
ENST00000428095	1173	1001.24	0	0
ENST00000318037	5347	5175.24	3051.64	25.459
ENST00000296333	953	781.245	0	0
ENST00000392391	3057	2885.24	0	0
ENST00000421265	677	505.245	0	0
